,FID Scores
0,53.33498087626648
1,52.150144657721114
2,49.89109846532069
3,47.58094516105751
4,47.23859124188798
5,47.43507198133375
6,46.50975773751259
7,46.06553835576987
8,46.40799574708387
9,46.30569624058706
10,46.302833166515825
