,FID Scores
0,59.47032834980943
1,58.04348029920873
2,56.62942278057059
3,55.85307798903538
4,55.00632240034886
5,53.73675022615868
6,53.37848005019303
7,53.75364838246735
8,52.67223510085931
9,52.9296182166743
10,52.940940561325625
