,FID Scores
0,59.437000524016554
1,58.04711208110428
2,56.50490528786761
3,54.517311235879276
4,53.39681182292251
5,53.09332075336714
6,52.911630089349
7,51.378350802529525
8,51.52776444482553
9,51.5757489753783
10,51.55526116867869
