,FID Scores
0,53.12474397894891
1,51.09995026546782
2,49.48807959874008
3,48.12917350607548
4,48.17881288368677
5,48.45733405389075
6,47.96694812289427
7,48.010887532400616
8,48.40771286697727
9,47.23435293746661
10,47.25010022456858
