,FID Scores
0,53.02303353663286
1,51.591859584200265
2,49.30575229446652
3,47.0609207575805
4,46.49382684875506
5,47.522281957413284
6,47.95780246181421
7,47.816009584040195
8,47.34033555749754
9,47.20810613967945
10,47.200270074266186
