,FID Scores
0,59.30464408836325
1,57.5672333815889
2,55.92821049121001
3,55.10630841190202
4,54.41849925672819
5,53.39483483958773
6,52.75360705688275
7,51.91669492753178
8,50.762446011831145
9,50.96977804791402
10,50.952572254152884
