,FID Scores
0,14.099999141606652
1,14.389615586574166
2,13.542682600282207
3,10.825687190915644
4,9.194452534092584
5,9.25608172408713
6,9.903087858001607
7,8.239947858980424
8,7.043509824533348
9,5.98767652752781
10,5.976583173643419
