,FID Scores
0,53.04385558004805
1,50.96891127264929
2,49.47224683335888
3,47.892359856452835
4,47.577261037517005
5,47.115131175771445
6,46.213720395224115
7,45.08250257167295
8,45.279723538061226
9,45.727038952126215
10,45.71444733056491
